p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,hl_category
3254.1991,3038.3060064898064,3003.370829992139,2975.6314062470865,3040.1117723190496,3142.579602079943,3010.5000425029593,3026.4353905812236,2987.6604469293443,3095.2210307638534,3103.3619644146565,3021.7194310274795,2967.515612400406,2979.5721780890585,3070.7982253982573,3063.057065217391,Low
3254.1991,3038.3060064898064,3003.370829992139,2975.6314062470865,3040.1117723190496,3142.579602079943,3010.5000425029593,3026.4353905812236,2987.6604469293443,3095.2210307638534,3103.3619644146565,3021.7194310274795,2967.515612400406,2979.5721780890585,3070.7982253982573,3063.057065217391,Low
3254.1991,3038.3060064898064,3003.370829992139,2975.6314062470865,3040.1117723190496,3142.579602079943,3010.5000425029593,3026.4353905812236,2987.6604469293443,3095.2210307638534,3103.3619644146565,3021.7194310274795,2967.515612400406,2979.5721780890585,3070.7982253982573,3063.057065217391,Low
1915.0882,1662.1597262782643,1509.4178927071591,1487.1095768098219,1634.395077176608,1815.211506564919,1689.4612635213775,1516.30393783586,1502.1481978551387,1683.615991109358,1765.8685767435952,1683.914677739189,1439.1825113368604,1475.3831752139715,1712.274768472637,1759.6457714285714,Low
1915.0882,1662.1597262782643,1509.4178927071591,1487.1095768098219,1634.395077176608,1815.211506564919,1689.4612635213775,1516.30393783586,1502.1481978551387,1683.615991109358,1765.8685767435952,1683.914677739189,1439.1825113368604,1475.3831752139715,1712.274768472637,1759.6457714285714,Low
1915.0882,1662.1597262782643,1509.4178927071591,1487.1095768098219,1634.395077176608,1815.211506564919,1689.4612635213775,1516.30393783586,1502.1481978551387,1683.615991109358,1765.8685767435952,1683.914677739189,1439.1825113368604,1475.3831752139715,1712.274768472637,1759.6457714285714,Low
3247.3302,3015.208993089998,2925.123759270011,2924.8301403514774,3029.9245033419215,3115.8159112422522,3054.6988041925238,2940.9344329828064,2910.473437535383,3028.853372322567,3130.9617460561835,3039.672556215084,2877.1152249511542,2919.9540213141413,3033.397437173217,3097.2074857142857,Low
3247.3302,3015.208993089998,2925.123759270011,2924.8301403514774,3029.9245033419215,3115.8159112422522,3054.6988041925238,2940.9344329828064,2910.473437535383,3028.853372322567,3130.9617460561835,3039.672556215084,2877.1152249511542,2919.9540213141413,3033.397437173217,3097.2074857142857,Low
3247.3302,3015.208993089998,2925.123759270011,2924.8301403514774,3029.9245033419215,3115.8159112422522,3054.6988041925238,2940.9344329828064,2910.473437535383,3028.853372322567,3130.9617460561835,3039.672556215084,2877.1152249511542,2919.9540213141413,3033.397437173217,3097.2074857142857,Low
1341.2739,1073.8501699162605,1050.2855376895095,1012.7404331855056,1114.630843957656,1277.476953430243,1111.7608254120223,1017.3470262187233,981.8822488706993,1161.7297448306124,1190.9944603354215,1173.7027497546517,968.720685005573,967.1283594661326,1173.4706677997106,1158.1387444444442,Low
1341.2739,1073.8501699162605,1050.2855376895095,1012.7404331855056,1114.630843957656,1277.476953430243,1111.7608254120223,1017.3470262187233,981.8822488706993,1161.7297448306124,1190.9944603354215,1173.7027497546517,968.720685005573,967.1283594661326,1173.4706677997106,1158.1387444444442,Low
1341.2739,1073.8501699162605,1050.2855376895095,1012.7404331855056,1114.630843957656,1277.476953430243,1111.7608254120223,1017.3470262187233,981.8822488706993,1161.7297448306124,1190.9944603354215,1173.7027497546517,968.720685005573,967.1283594661326,1173.4706677997106,1158.1387444444442,Low
2120.9405,1938.547677467534,1826.9637725675561,1807.5954952108668,1883.0005845291403,1954.4045505021065,1936.5246243860174,1909.9133028326435,1829.8427529672338,1908.552194587245,1954.7614270801935,1891.3967815321291,1791.4287747770175,1841.3596952253988,1952.651443876291,1965.618335294118,Low
2120.9405,1938.547677467534,1826.9637725675561,1807.5954952108668,1883.0005845291403,1954.4045505021065,1936.5246243860174,1909.9133028326435,1829.8427529672338,1908.552194587245,1954.7614270801935,1891.3967815321291,1791.4287747770175,1841.3596952253988,1952.651443876291,1965.618335294118,Low
2120.9405,1938.547677467534,1826.9637725675561,1807.5954952108668,1883.0005845291403,1954.4045505021065,1936.5246243860174,1909.9133028326435,1829.8427529672338,1908.552194587245,1954.7614270801935,1891.3967815321291,1791.4287747770175,1841.3596952253988,1952.651443876291,1965.618335294118,Low
2530.5797999999995,2347.833928957929,2335.2129752706232,2360.5318499921596,2388.184033362757,2424.5253616298446,2374.6774260367347,2365.937761448449,2302.8063358112436,2397.8908880256404,2392.9796817063257,2404.3906846201808,2347.7043828880646,2308.613343103385,2405.2677667902262,2407.5699999999997,Low
2530.5797999999995,2347.833928957929,2335.2129752706232,2360.5318499921596,2388.184033362757,2424.5253616298446,2374.6774260367347,2365.937761448449,2302.8063358112436,2397.8908880256404,2392.9796817063257,2404.3906846201808,2347.7043828880646,2308.613343103385,2405.2677667902262,2407.5699999999997,Low
2530.5797999999995,2347.833928957929,2335.2129752706232,2360.5318499921596,2388.184033362757,2424.5253616298446,2374.6774260367347,2365.937761448449,2302.8063358112436,2397.8908880256404,2392.9796817063257,2404.3906846201808,2347.7043828880646,2308.613343103385,2405.2677667902262,2407.5699999999997,Low
4407.3606,4158.11405530692,4048.7739972790105,3997.1822260121853,4106.870149280462,4266.815089593943,4191.751714754386,4080.8318044152047,4081.6992135486894,4170.205009406441,4214.751133433275,4142.986188118706,3979.3230335120948,4049.8310650487547,4218.276900823782,4275.965422222222,Low
4407.3606,4158.11405530692,4048.7739972790105,3997.1822260121853,4106.870149280462,4266.815089593943,4191.751714754386,4080.8318044152047,4081.6992135486894,4170.205009406441,4214.751133433275,4142.986188118706,3979.3230335120948,4049.8310650487547,4218.276900823782,4275.965422222222,Low
4407.3606,4158.11405530692,4048.7739972790105,3997.1822260121853,4106.870149280462,4266.815089593943,4191.751714754386,4080.8318044152047,4081.6992135486894,4170.205009406441,4214.751133433275,4142.986188118706,3979.3230335120948,4049.8310650487547,4218.276900823782,4275.965422222222,Low
5173.098300000001,4923.947078479962,4814.654472533549,4767.04959350124,4880.8907774477275,5046.1696446009,4958.642293670861,4844.281177661639,4837.270761580774,4943.216701372984,4986.410466039246,4922.002557647959,4751.968361177592,4808.725595722841,4990.983898246359,5034.722379069767,Low
5173.098300000001,4923.947078479962,4814.654472533549,4767.04959350124,4880.8907774477275,5046.1696446009,4958.642293670861,4844.281177661639,4837.270761580774,4943.216701372984,4986.410466039246,4922.002557647959,4751.968361177592,4808.725595722841,4990.983898246359,5034.722379069767,Low
5173.098300000001,4923.947078479962,4814.654472533549,4767.04959350124,4880.8907774477275,5046.1696446009,4958.642293670861,4844.281177661639,4837.270761580774,4943.216701372984,4986.410466039246,4922.002557647959,4751.968361177592,4808.725595722841,4990.983898246359,5034.722379069767,Low
6115.3426,5866.366460960628,5757.037195907073,5707.008111383391,5818.873586566945,5984.236022697022,5894.0447714653355,5789.387791252453,5786.476348682516,5887.045502554457,5926.669991821555,5853.890707290373,5692.964514144425,5753.185921815447,5928.075935374507,5981.291800000001,Low
6115.3426,5866.366460960628,5757.037195907073,5707.008111383391,5818.873586566945,5984.236022697022,5894.0447714653355,5789.387791252453,5786.476348682516,5887.045502554457,5926.669991821555,5853.890707290373,5692.964514144425,5753.185921815447,5928.075935374507,5981.291800000001,Low
6115.3426,5866.366460960628,5757.037195907073,5707.008111383391,5818.873586566945,5984.236022697022,5894.0447714653355,5789.387791252453,5786.476348682516,5887.045502554457,5926.669991821555,5853.890707290373,5692.964514144425,5753.185921815447,5928.075935374507,5981.291800000001,Low
909.5238999999999,762.0644130871514,741.6691713675557,688.5869353452839,718.9828095344169,805.5054678432301,731.6715504548861,808.5975695521886,754.7308993717157,782.5919684461354,726.0440131295691,690.2214778283653,736.9712588445296,736.9283631170317,780.3449904425943,741.9253666666666,Low
909.5238999999999,762.0644130871514,741.6691713675557,688.5869353452839,718.9828095344169,805.5054678432301,731.6715504548861,808.5975695521886,754.7308993717157,782.5919684461354,726.0440131295691,690.2214778283653,736.9712588445296,736.9283631170317,780.3449904425943,741.9253666666666,Low
909.5238999999999,762.0644130871514,741.6691713675557,688.5869353452839,718.9828095344169,805.5054678432301,731.6715504548861,808.5975695521886,754.7308993717157,782.5919684461354,726.0440131295691,690.2214778283653,736.9712588445296,736.9283631170317,780.3449904425943,741.9253666666666,Low
1470.5343,1267.904407821981,1232.6578117799259,1151.1760055142277,1189.3984579986688,1329.0293177892543,1239.86029080436,1295.953897328859,1265.1783725245382,1272.2185125118356,1279.1442551161815,1167.3866587804018,1176.2771778315723,1223.985174371055,1268.4383802952327,1356.1089,Low
1470.5343,1267.904407821981,1232.6578117799259,1151.1760055142277,1189.3984579986688,1329.0293177892543,1239.86029080436,1295.953897328859,1265.1783725245382,1272.2185125118356,1279.1442551161815,1167.3866587804018,1176.2771778315723,1223.985174371055,1268.4383802952327,1356.1089,Low
1470.5343,1267.904407821981,1232.6578117799259,1151.1760055142277,1189.3984579986688,1329.0293177892543,1239.86029080436,1295.953897328859,1265.1783725245382,1272.2185125118356,1279.1442551161815,1167.3866587804018,1176.2771778315723,1223.985174371055,1268.4383802952327,1356.1089,Low
2425.232,2238.8363635288547,2155.2027826367034,2103.0264021743405,2151.281783023953,2240.726488833289,2247.200357031077,2231.015561180981,2168.433478992471,2258.5813188803895,2233.21103038604,2157.618095566616,2109.3476425259896,2137.0986717186533,2244.7903962831624,2314.1488,Low
2425.232,2238.8363635288547,2155.2027826367034,2103.0264021743405,2151.281783023953,2240.726488833289,2247.200357031077,2231.015561180981,2168.433478992471,2258.5813188803895,2233.21103038604,2157.618095566616,2109.3476425259896,2137.0986717186533,2244.7903962831624,2314.1488,Low
2425.232,2238.8363635288547,2155.2027826367034,2103.0264021743405,2151.281783023953,2240.726488833289,2247.200357031077,2231.015561180981,2168.433478992471,2258.5813188803895,2233.21103038604,2157.618095566616,2109.3476425259896,2137.0986717186533,2244.7903962831624,2314.1488,Low
4015.5288000000005,3802.2678354315185,3698.1599905063276,3667.4311245002073,3766.3184974948026,3876.381791262833,3810.647383975241,3760.8346457188736,3740.8978760659334,3820.605324506763,3846.185297901893,3778.529718681306,3641.8512715414467,3698.210907115207,3849.139720780627,3915.5960285714286,Low
4015.5288000000005,3802.2678354315185,3698.1599905063276,3667.4311245002073,3766.3184974948026,3876.381791262833,3810.647383975241,3760.8346457188736,3740.8978760659334,3820.605324506763,3846.185297901893,3778.529718681306,3641.8512715414467,3698.210907115207,3849.139720780627,3915.5960285714286,Low
4015.5288000000005,3802.2678354315185,3698.1599905063276,3667.4311245002073,3766.3184974948026,3876.381791262833,3810.647383975241,3760.8346457188736,3740.8978760659334,3820.605324506763,3846.185297901893,3778.529718681306,3641.8512715414467,3698.210907115207,3849.139720780627,3915.5960285714286,Low
3495.8461999999995,3309.290460314838,3318.8791878142306,3326.1450767091487,3375.559281953489,3428.403808961098,3280.1711872209394,3313.2207836553,3278.8948082115708,3379.222950952949,3400.570533253652,3335.409060334699,3325.2992852719435,3316.827802363532,3326.05657587833,3290.5935999999997,Low
3495.8461999999995,3309.290460314838,3318.8791878142306,3326.1450767091487,3375.559281953489,3428.403808961098,3280.1711872209394,3313.2207836553,3278.8948082115708,3379.222950952949,3400.570533253652,3335.409060334699,3325.2992852719435,3316.827802363532,3326.05657587833,3290.5935999999997,Low
3495.8461999999995,3309.290460314838,3318.8791878142306,3326.1450767091487,3375.559281953489,3428.403808961098,3280.1711872209394,3313.2207836553,3278.8948082115708,3379.222950952949,3400.570533253652,3335.409060334699,3325.2992852719435,3316.827802363532,3326.05657587833,3290.5935999999997,Low
2150.7467,1958.2187418235496,1877.0836758497778,1859.130526679121,1923.0759780518833,1978.0311686176547,1939.9287517337832,1905.72321294344,1903.7827267877974,1958.0099760701385,1947.512588802605,1920.8023371918864,1827.2738029329719,1873.380874432583,1982.1558822723855,2044.5141,Low
2150.7467,1958.2187418235496,1877.0836758497778,1859.130526679121,1923.0759780518833,1978.0311686176547,1939.9287517337832,1905.72321294344,1903.7827267877974,1958.0099760701385,1947.512588802605,1920.8023371918864,1827.2738029329719,1873.380874432583,1982.1558822723855,2044.5141,Low
2150.7467,1958.2187418235496,1877.0836758497778,1859.130526679121,1923.0759780518833,1978.0311686176547,1939.9287517337832,1905.72321294344,1903.7827267877974,1958.0099760701385,1947.512588802605,1920.8023371918864,1827.2738029329719,1873.380874432583,1982.1558822723855,2044.5141,Low
1878.5441999999998,1667.3578976559397,1527.038092485288,1516.1082557921354,1651.6941514431676,1742.7471376236715,1667.7278052582483,1560.4752008157002,1565.388605639286,1672.7585638500148,1708.38131455589,1636.069946201826,1500.9769943685128,1575.485762846505,1658.4458100577694,1693.533457142857,Low
1878.5441999999998,1667.3578976559397,1527.038092485288,1516.1082557921354,1651.6941514431676,1742.7471376236715,1667.7278052582483,1560.4752008157002,1565.388605639286,1672.7585638500148,1708.38131455589,1636.069946201826,1500.9769943685128,1575.485762846505,1658.4458100577694,1693.533457142857,Low
1878.5441999999998,1667.3578976559397,1527.038092485288,1516.1082557921354,1651.6941514431676,1742.7471376236715,1667.7278052582483,1560.4752008157002,1565.388605639286,1672.7585638500148,1708.38131455589,1636.069946201826,1500.9769943685128,1575.485762846505,1658.4458100577694,1693.533457142857,Low
910.0635,676.5162357493015,575.9928909879287,558.8516509732592,664.699644555305,804.7764227294747,712.7596955885513,593.4694175541944,537.9681443075852,764.7255884204232,733.4080860239067,689.0590393114478,543.147196677858,499.65006226724836,749.8852183505636,769.6795,Low
910.0635,676.5162357493015,575.9928909879287,558.8516509732592,664.699644555305,804.7764227294747,712.7596955885513,593.4694175541944,537.9681443075852,764.7255884204232,733.4080860239067,689.0590393114478,543.147196677858,499.65006226724836,749.8852183505636,769.6795,Low
910.0635,676.5162357493015,575.9928909879287,558.8516509732592,664.699644555305,804.7764227294747,712.7596955885513,593.4694175541944,537.9681443075852,764.7255884204232,733.4080860239067,689.0590393114478,543.147196677858,499.65006226724836,749.8852183505636,769.6795,Low
2778.7936,2602.3170443960535,2504.103453719126,2491.842778857127,2537.2974847100445,2585.932907101936,2561.4696339975253,2581.297051194099,2553.6326681651817,2591.242280635639,2579.58212709863,2521.82842554874,2487.6601872736355,2525.9378836997907,2591.4702141743896,2608.0510000000004,Low
2778.7936,2602.3170443960535,2504.103453719126,2491.842778857127,2537.2974847100445,2585.932907101936,2561.4696339975253,2581.297051194099,2553.6326681651817,2591.242280635639,2579.58212709863,2521.82842554874,2487.6601872736355,2525.9378836997907,2591.4702141743896,2608.0510000000004,Low
2778.7936,2602.3170443960535,2504.103453719126,2491.842778857127,2537.2974847100445,2585.932907101936,2561.4696339975253,2581.297051194099,2553.6326681651817,2591.242280635639,2579.58212709863,2521.82842554874,2487.6601872736355,2525.9378836997907,2591.4702141743896,2608.0510000000004,Low
2237.7185,2007.5684426633406,1817.3131468777103,1832.3984202729102,1989.028316844566,2113.8921824146773,2037.3103206332112,1831.9153944883078,1833.551083289676,2026.5846234690775,2113.6431370234714,2020.5024753121738,1773.9025925273975,1830.038535038179,2021.0907649934709,2092.908077777778,Low
2237.7185,2007.5684426633406,1817.3131468777103,1832.3984202729102,1989.028316844566,2113.8921824146773,2037.3103206332112,1831.9153944883078,1833.551083289676,2026.5846234690775,2113.6431370234714,2020.5024753121738,1773.9025925273975,1830.038535038179,2021.0907649934709,2092.908077777778,Low
2237.7185,2007.5684426633406,1817.3131468777103,1832.3984202729102,1989.028316844566,2113.8921824146773,2037.3103206332112,1831.9153944883078,1833.551083289676,2026.5846234690775,2113.6431370234714,2020.5024753121738,1773.9025925273975,1830.038535038179,2021.0907649934709,2092.908077777778,Low
2677.5669,2485.379063338784,2347.676460113186,2302.193370905091,2369.5972658395485,2487.4396047744563,2432.5772434756245,2383.4332406741946,2394.398387566284,2458.3705404053007,2486.1280353521643,2413.3391795697185,2287.8173933095436,2341.349144042875,2486.262377923644,2539.273077777778,Low
2677.5669,2485.379063338784,2347.676460113186,2302.193370905091,2369.5972658395485,2487.4396047744563,2432.5772434756245,2383.4332406741946,2394.398387566284,2458.3705404053007,2486.1280353521643,2413.3391795697185,2287.8173933095436,2341.349144042875,2486.262377923644,2539.273077777778,Low
2677.5669,2485.379063338784,2347.676460113186,2302.193370905091,2369.5972658395485,2487.4396047744563,2432.5772434756245,2383.4332406741946,2394.398387566284,2458.3705404053007,2486.1280353521643,2413.3391795697185,2287.8173933095436,2341.349144042875,2486.262377923644,2539.273077777778,Low
1577.3452,1445.7386705072056,1406.739687286007,1339.9279881447449,1413.9090845880505,1413.1333656843012,1430.6629380622928,1411.8983079887553,1356.3087378814594,1384.8197165452088,1390.6580020908889,1425.5109229582156,1368.3224633172151,1417.835853225303,1421.7773300867648,1471.9246666666666,Low
1577.3452,1445.7386705072056,1406.739687286007,1339.9279881447449,1413.9090845880505,1413.1333656843012,1430.6629380622928,1411.8983079887553,1356.3087378814594,1384.8197165452088,1390.6580020908889,1425.5109229582156,1368.3224633172151,1417.835853225303,1421.7773300867648,1471.9246666666666,Low
1577.3452,1445.7386705072056,1406.739687286007,1339.9279881447449,1413.9090845880505,1413.1333656843012,1430.6629380622928,1411.8983079887553,1356.3087378814594,1384.8197165452088,1390.6580020908889,1425.5109229582156,1368.3224633172151,1417.835853225303,1421.7773300867648,1471.9246666666666,Low
2197.421,2011.5195727599587,1867.7605791216179,1840.3652953144503,1971.8389979301016,2005.3751257459473,1998.6126911940657,1903.316918776913,1880.9533799095143,1985.4284413854955,2038.3096093705406,1965.1982898299568,1798.4355694826297,1898.785882074345,1993.9717912164995,2083.618911111111,High
2050.1839,1817.57774704788,1676.9043127243033,1653.8468632534773,1709.6259517849428,1851.8228748474337,1839.2596581367338,1779.2278556691672,1749.4672021112385,1789.9964362193548,1867.9854069795726,1722.5074927213127,1612.583837096526,1724.7998334717417,1832.4490446283482,1950.5478529411764,High
3161.2562999999996,2977.127095501042,3060.2574534293644,3064.8899316393386,3071.9998360256072,3082.573791139107,3006.7349165449914,3020.5023095157403,2981.687484644049,3014.923300770702,3143.8088866618605,3060.8791159476787,3015.3581946416684,3065.927542249887,2947.980539989013,3044.8934999999997,High
2065.5775,1842.7239196545129,1713.4545386055079,1685.1202252944072,1741.603014192918,1889.218482073839,1868.7667267552197,1803.6848534559072,1778.1273558000864,1811.5232239385864,1887.5603147540878,1763.2095744103308,1665.3033753712302,1758.3180124508144,1849.645645716483,1965.4262529411765,High
942.0916999999998,718.1190709429123,575.8090565371631,578.4049637777927,707.550708588123,829.7631634636919,765.9785003496675,598.0032312623239,593.0357909157252,758.2544343582325,809.7257111797471,761.358286693972,501.83547500959986,572.9274017009943,774.6836027708806,814.9253857142857,High
3146.1068,2959.94262935397,2899.8731080248285,2843.5575539701217,2903.457502695874,2952.6496352044865,2928.8703045383218,2933.854620575637,2935.841826097596,2979.537055563906,2951.962985276599,2886.1213925170787,2819.598314790537,2912.960035860239,2951.8532486219174,2994.6414,High
2872.4058,2718.0898913451356,2743.9497944016653,2673.9369036313956,2664.3090496839723,2706.0734474164574,2663.2615219399927,2746.6432273779383,2742.1877173687203,2754.194640505492,2704.420697997428,2659.6223853852325,2693.2918220015454,2715.7656181536304,2688.537732106077,2724.8708,High
4396.4683,4139.529702134027,4025.3535544276506,3980.1662019687847,4113.412792115057,4257.592637777079,4167.482851321046,4057.1949052355462,4064.285918327834,4172.069063919572,4219.3767963783885,4136.895961600346,3939.5167467933106,4023.0441613866324,4191.294551718418,4306.5797736842105,High
3587.7156,3356.3356908755277,3232.133211635227,3193.888085472396,3326.4503642345408,3433.6818599723906,3380.9895339818845,3266.7686575290677,3247.086967082361,3367.169334626947,3430.8525502890857,3341.435142463307,3140.533995643802,3228.698462591733,3375.621513021317,3477.9829151515155,High
4717.929,4526.906137190727,4471.668939005806,4411.335292934289,4450.782938866715,4478.879561718142,4509.871337476021,4514.236365854057,4542.137667686381,4555.486998534976,4466.0541253385345,4413.487681045253,4417.75008479015,4469.334343382599,4524.382173132691,4586.158673684211,High
4497.431199999999,4310.289624910403,4259.316243934075,4202.746095016109,4244.8989197942765,4267.536727836164,4306.528614450066,4304.178444222953,4320.1930061947705,4333.658536100052,4252.759454224888,4216.970237145897,4211.104152689744,4252.177853346689,4314.114847128675,4378.125918918919,High
2371.8302000000003,2129.8370108251497,2015.5879032278312,1973.7398509358093,2119.5917711091993,2238.3761506648016,2119.4840325551795,2028.3453506520452,2051.6117866612176,2170.728361683613,2180.5544107937394,2113.8162471780747,1953.996279770965,2008.5438669794303,2150.189528672648,2225.921847058824,High
1652.5767,1470.3314105555853,1415.7421006579266,1376.0355547757752,1479.6587855162775,1511.119189140443,1454.3250353553299,1378.4225731468205,1360.9956974873244,1452.7274860848033,1506.0446656409379,1482.539573871604,1341.5902578406303,1399.036797289766,1479.7599729756082,1579.3926999999999,High
2299.3092000000006,2034.2939992175716,1907.55631429195,1825.1290859768399,1941.1955496545677,2099.578421865197,2037.6315537981218,1985.7729136298512,1981.4712333949974,2055.498426556623,2042.0690673045037,1980.518544588523,1795.1598656659655,1879.3187291095358,2106.2845698999586,2201.6643529411767,High
3602.0458,3393.2189865567034,3322.881153785681,3333.7373754727646,3385.681884504016,3447.556149087328,3405.331467648607,3362.868777476994,3327.99895708376,3408.3526044183745,3466.5192833091264,3394.5527043009606,3274.0793023692963,3321.1889995019146,3413.5619897360216,3477.068909090909,High
1433.5284000000004,1279.9080259463203,1294.6174649047218,1299.4092844332424,1322.016556593014,1306.9930029531483,1292.9170098021418,1282.4118057950864,1276.8580798137116,1310.9816336492875,1363.7168995928164,1321.092182867304,1246.7759144728782,1327.673971666691,1255.4092045533596,1290.6565333333335,High
4566.1491,4336.835732448694,4206.315657354878,4197.082465041861,4303.7499971014095,4455.031897322235,4366.754802428458,4217.985760130627,4243.8306357919255,4331.368070717273,4407.81728733296,4359.326448954616,4163.15578392024,4214.50760887342,4371.303858580531,4467.854007692308,High
2505.2128,2306.2419984382923,2203.0637234700116,2170.3711024162085,2196.167953026945,2317.2305653042795,2304.771622757742,2242.0551500823976,2251.9217450152,2277.65065076791,2287.968388559923,2233.967974474477,2139.6547870043373,2199.63957939126,2312.1513334384695,2397.1198,High
1005.4212,819.3391569268019,933.039571449847,812.9302237193318,991.1126220028272,870.7707994201875,929.975665399234,819.754798469812,884.0279818892119,859.2019683493451,924.7445150161212,909.1278581121815,861.4453145406811,846.2925857359468,859.6601665189995,909.0661333333333,High
1903.2728,1750.3209600201023,1768.2788590668522,1671.1735907607808,1751.2594091852716,1735.0515426042405,1745.8987752219593,1743.3365777989707,1707.6515926710613,1754.6953038374497,1722.22065147365,1722.7402910103021,1690.0361697056771,1740.2982600310493,1772.744713877722,1784.5562666666667,High
1937.591,1766.341399037792,1746.9944449013965,1630.4305342942605,1714.5670397326226,1715.665511926927,1750.6120287961674,1772.1882044973954,1747.3496470754862,1772.1013051811062,1696.7332606943298,1672.3641360064173,1651.3967401983225,1732.079673169083,1783.4288013347461,1799.3191333333334,High
1963.7961000000003,1801.142541659079,1761.3016348309802,1640.9727196923047,1719.8094903671679,1719.7117278003159,1770.0913806803935,1784.5739764084278,1773.3560667317183,1781.5946691252434,1707.9486374122973,1677.3973941764682,1659.2426718934385,1756.802853904183,1807.5785781697928,1839.8341666666668,High
1939.7828000000002,1784.4797788752105,1763.4288240177166,1660.036471789018,1743.1024542662467,1731.4200750169452,1761.6876229108493,1762.8229395347823,1751.4088759134747,1773.5289055817107,1719.2666377929204,1700.592294997647,1678.808250716744,1758.5313008451349,1790.888253081897,1815.8208666666667,High
1336.1710999999998,1171.9005505303016,1166.6338226225141,1037.9204765380487,1109.620700871904,1105.546185784677,1152.126872408351,1196.9911108888757,1198.1542584689128,1179.0797018814635,1065.1704840594834,1046.246128905137,1090.267828472861,1154.2310151174568,1190.694773421959,1165.2387666666666,High
2016.0133,1865.489638720179,1853.3302226772453,1764.5963239472783,1841.456123369115,1835.0251569178283,1839.6504448778842,1847.6354979745872,1822.9363014792154,1862.0954386218423,1816.2809652600345,1799.9953583292101,1787.9937074664936,1839.21831851905,1883.898159620174,1878.8566333333333,High
1607.9624,1445.7822412410212,1458.3081084937442,1317.4617485000356,1389.942134844568,1370.9132315502247,1430.520278550188,1464.7224527554072,1465.1040479260805,1450.7652205664576,1339.7305284388253,1341.4519555682805,1354.5957840364906,1443.8695568387152,1454.288065140468,1474.2588,High
1937.591,1766.341399037792,1746.9944449013965,1630.4305342942605,1714.5670397326226,1715.665511926927,1750.6120287961674,1772.1882044973954,1747.3496470754862,1772.1013051811062,1696.7332606943298,1672.3641360064173,1651.3967401983225,1732.079673169083,1783.4288013347461,1799.3191333333334,High
1963.7961000000003,1801.142541659079,1761.3016348309802,1640.9727196923047,1719.8094903671679,1719.7117278003159,1770.0913806803935,1784.5739764084278,1773.3560667317183,1781.5946691252434,1707.9486374122973,1677.3973941764682,1659.2426718934385,1756.802853904183,1807.5785781697928,1839.8341666666668,High
2017.4214,1859.8749739672558,1853.9774936396072,1727.8427948694928,1806.485068777067,1806.7342212894257,1831.347855917452,1852.8419338743815,1839.192998181009,1857.8267137083778,1774.938825828634,1768.5838597669624,1761.1464135954543,1829.3730402818655,1874.4935780800884,1893.4820666666667,High
2105.6608,1885.541514182988,1861.636427593642,1850.797662302333,1977.1472029739764,1980.045819972581,1965.8990866386582,1806.1630676677237,1829.3222873943585,1996.899804634027,1962.6299698772245,1941.2506438582075,1852.0867792241033,1877.427168741728,1858.541101495415,2043.5308666666667,High
2138.9134,1921.8851832736038,1881.4772493501805,1871.1799797899835,2010.6234672592036,2003.3072804259639,1994.7476919019664,1832.4620442280504,1863.5689267343732,2035.8157121951313,1979.6844453903966,1963.7910184062725,1876.264428909513,1909.1688380113997,1894.234947931079,2064.6203555555553,High
2281.6933,2057.1997140244966,1966.640299697522,1939.3792128188184,2071.1180921526243,2088.2536486939534,2097.8968856025017,1964.223272411317,2004.850758975004,2150.612750792573,2059.085095239473,2013.6883743582832,1947.7507649662564,2005.2034723626118,2026.509027077168,2191.521144444444,High
2250.3762,2041.9371675015743,1985.622174861979,1979.2502053946703,2107.3627435590593,2107.121675415679,2096.0916507342704,1937.914158410814,1969.3297492986885,2137.1130296652263,2083.272380976615,2060.4904682584997,1984.572785919176,2013.506639838031,2014.13564229644,2175.8861555555554,High
2927.7293,2696.4554768303556,2627.317753997691,2608.5312667605854,2729.8512258637456,2820.381803898322,2746.9523839111166,2593.403968455388,2602.387326977517,2705.488735306959,2828.7368149045114,2751.34185422242,2561.48798043096,2632.3667316330034,2702.778450870543,2809.0958111111113,High
2593.1664,2377.895450541905,2392.514581947603,2339.583868706797,2440.6400563174584,2491.295371295247,2428.138102597471,2358.306258140141,2334.6668927991627,2432.5645968797653,2496.3585073100908,2429.7295252699823,2320.6481839464223,2358.8019988633605,2392.422028272939,2501.353434782609,High
2654.2373000000002,2437.7214551784514,2447.9384339233466,2395.7841181259964,2490.8523638268625,2550.830031025925,2481.2467255445313,2422.9634652502123,2391.417374145341,2493.1281273201967,2551.4034100822623,2480.4416151816336,2379.550849169287,2408.9376768992843,2460.17012162014,2553.0696826086955,High
2765.1272,2533.5918913790315,2481.8378905898417,2448.4314548102216,2542.6298012375278,2660.337123999265,2526.8331372426514,2486.393744074021,2497.9888662294325,2578.9179328490563,2603.862141672397,2534.7436311280762,2433.2339862843214,2470.30343125011,2557.9642502657284,2627.816,High
2770.7778000000003,2533.7137586214676,2429.3704640076758,2392.5077196689413,2531.3868596349853,2650.447643235844,2524.0159615795937,2422.3085147014945,2455.7071662685607,2567.8984062998197,2615.9725478233217,2532.282754935684,2373.484194968838,2424.9967593332003,2530.0215571483095,2641.7562000000003,High
